id,name<jpn>,ruby<jpn>,area,rarity,ratio,category,tag,type,arg0,arg1,arg2,arg3,variable,accessory,speak,sound,utilizeSound,weight,inventoryLimit,context,trash,lost,stack,mergeable,catalog,description<jpn>
map00,食料庫の地図,しょくりょうこのちず,-,15,0.1,other,map,map,foodStorage00,3,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map01,武器庫の地図,ぶきこのちず,-,15,0.1,other,map,map,armoury00,3,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map02,食料庫の地図,しょくりょうこのちず,-,15,0.1,other,map,map,foodStorage00,2,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map03,武器庫の地図,ぶきこのちず,-,15,0.1,other,map,map,armoury00,2,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map04,収容施設の地図,しゅうようしせつのちず,endless,10,0.2,other,map,map,prison01,4,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map05,倉庫の地図,そうこのちず,endless,10,0.2,other,map,map,storehouse02,4,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map06,病院の地図,びょういんのちず,endless,10,0.2,other,map,map,hospital02,5,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map07,収容施設の地図,しゅうようしせつのちず,endless,10,0.2,other,map,map,prison02,4,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map08,映画館の地図,えいがかんのちず,endless,10,0.2,other,map,map,theater00,3,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map09,公民館の地図,こうみんかんのちず,endless,10,0.2,other,map,map,theater01,3,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map10,劇場の地図,げきじょうのちず,endless,10,0.2,other,map,map,theater02,3,,,location,,-,-,-,0,-,-,true,true,1,false,true,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
map100,暖炉のある小屋の地図,だんろのあるこやのちず,-,-1,0,other,map,map,hut100,2,,,-,,-,-,-,0,-,-,true,false,1,false,true,「{0}」までの道のりが記された地図。探索に出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）
-,,,,,,,,,,,,,,,,,,,,,,,,,,
photo00,町の写真,まちのしゃしん,endless,-1,0,other,photo,photo,baseCamp00,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）
photo01,都会の写真,とかいのしゃしん,endless,-1,0,other,photo,photo,baseCamp01,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）
photo02,森の写真,もりのしゃしん,endless,-1,0,other,photo,photo,baseCamp02,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）
photo03,公園の写真,こうえんのしゃしん,endless,-1,0,other,photo,photo,baseCamp03,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）
photo04,草原の写真,そうげんのしゃしん,endless,-1,0,other,photo,photo,baseCamp04,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）
photo05,山の写真,やまのしゃしん,endless,-1,0,other,photo,photo,baseCamp05,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）
photo06,海辺の写真,うみべのしゃしん,endless,-1,0,other,photo,photo,baseCamp06,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）
photo07,線路の写真,せんろのしゃしん,endless,-1,0,other,photo,photo,baseCamp07,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）
-,,,,,,,,,,,,,,,,,,,,,,,,,,
letter00,誰かの書き置き,だれかのかきおき,-,0,0.01,other,document,eventArrivedLocation,itemGetFindByLetterGun00,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。
letter01,誰かの書き置き,だれかのかきおき,-,0,0.01,other,document,eventArrivedLocation,itemGetFindByLetterHammer00,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。
letter02,誰かの書き置き,だれかのかきおき,-,0,0.01,other,document,eventArrivedLocation,itemGetFindByLetterBox00,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。
letter03,誰かの書き置き,だれかのかきおき,-,0,0.01,other,document,eventArrivedLocation,itemGetFindByLetterVariable00,,,,random5-10,,-,-,-,0,-,-,true,true,1,false,true,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。
-,,,,,,,,,,,,,,,,,,,,,,,,,,
mission00,依頼のメモ,いらいのめも,endless,5,0.01,other,document,mission,5,weapon,1,mission1-1,randomItem-material,,-,-,-,0,-,mission,true,true,1,false,true,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）
mission01,依頼のメモ,いらいのめも,endless,5,0.01,other,document,mission,5,weapon,1,mission1-1,randomItem-food,,-,-,-,0,-,mission,true,true,1,false,true,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）
mission02,依頼のメモ,いらいのめも,endless,5,0.01,other,document,mission,3,coin,3,mission1-1,randomItem-cooking,,-,-,-,0,-,mission,true,true,1,false,true,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）
mission03,依頼のメモ,いらいのめも,endless,5,0.01,other,document,mission,5,coin,3,mission1-1,randomItem-medicine,,-,-,-,0,-,mission,true,true,1,false,true,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）
mission04,依頼のメモ,いらいのめも,endless,5,0.01,other,document,mission,3,coin,3,mission1-1,randomItem-tool,,-,-,-,0,-,mission,true,true,1,false,true,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）
mission05,依頼のメモ,いらいのめも,endless,5,0.01,other,document,mission,5,variable,1,mission1-1,randomItem-medicine,,-,-,-,0,-,mission,true,true,1,false,true,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）
mission06,依頼のメモ,いらいのめも,endless,5,0.01,other,document,mission,3,addAccessory,1,mission1-1,randomItem-tool,,-,-,-,0,-,mission,true,true,1,false,true,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）
-,,,,,,,,,,,,,,,,,,,,,,,,,,
journey00,真っ白な地図,まっしろなちず,endless,10,0.2,other,document,quest,journey00,,,,location,,-,-,-,0,-,departure,true,true,1,false,true,<red>{0}</red>だけが描かれていて、ほかは真っ白な地図。<br>（「収納棚」から<red>出発</red>して、<red>車の燃料</red>を集めながら何件探索できるか挑戦します）<br>（GameOverになった場合、空腹で探索を中断した場合は記録されません）
record00,手描きの小さな地図,てがきのちいさなちず,-,-1,0,other,document,record,0,,,,,,-,-,-,0,-,-,true,true,1,false,true,<red>{0}</red>が真っ白な地図を手に旅をして、自分で描いた地図。<br><red>{1}件</red>探索した記録。
record01,手描きのそこそこの地図,てがきのそこそこのちず,-,-1,0,other,document,record,20,,,,,,-,-,-,0,-,-,true,true,1,false,true,<red>{0}</red>が真っ白な地図を手に旅をして、自分で描いた地図。<br><red>{1}件</red>探索した記録。
record02,手描きの大きな地図,てがきのおおきなちず,-,-1,0,other,document,record,50,,,,,,-,-,-,0,-,-,true,true,1,false,true,<red>{0}</red>が真っ白な地図を手に旅をして、自分で描いた地図。<br><red>{1}件</red>探索した記録。
-,,,,,,,,,,,,,,,,,,,,,,,,,,
parts00,ハンドガン強化パーツ,はんどがんきょうかぱーつ,-,10,0.1,other,material,variable,gun00,add5,,,,,-,-,craft00,1,-,use,true,true,1,true,true,ハンドガンの威力を上げるためのパーツ。<br>ハンドガンと組み合わせることで、武器の攻撃力を&nbsp;<red>+5</red>&nbsp;する。
parts01,ハンドガン強化パーツ+,はんどがんきょうかぱーつぷらす,-,15,0.1,other,material,variable,gun00,add10,,,,,-,-,craft00,1,-,use,true,true,1,true,true,ハンドガンの威力を上げるためのパーツ。<br>ハンドガンと組み合わせることで、武器の攻撃力を&nbsp;<red>+10</red>&nbsp;する。
parts02,ショットガン強化パーツ,しょっとがんきょうかぱーつ,-,15,0.1,other,material,variable,gun01,add5,,,,,-,-,craft00,1,-,use,true,true,1,true,true,ショットガンの威力を上げるためのパーツ。<br>ショットガンと組み合わせることで、武器の攻撃力を&nbsp;<red>+5</red>&nbsp;する。
parts03,ハンドガン保護パーツ,はんどがんほごぱーつ,-,20,0.1,other,material,addAccessory,gun00,durable03,,,,,-,-,craft00,1,-,use,true,true,1,true,true,ハンドガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）
parts04,ハンドガン保護パーツ+,はんどがんほごぱーつぷらす,-,20,0.1,other,material,addAccessory,gun00,durable05,,,,,-,-,craft00,1,-,use,true,true,1,true,true,ハンドガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）
parts05,ショットガン保護パーツ,しょっとがんほごぱーつ,-,20,0.1,other,material,addAccessory,gun01,durable03,,,,,-,-,craft00,1,-,use,true,true,1,true,true,ショットガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）
parts06,ショットガン保護パーツ+,しょっとがんほごぱーつぷらす,-,20,0.1,other,material,addAccessory,gun01,durable05,,,,,-,-,craft00,1,-,use,true,true,1,true,true,ショットガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）
-,,,,,,,,,,,,,,,,,,,,,,,,,,
memory-main01,古い新聞の束,ふるいしんぶんのたば,-,-1,0,memory,memory,memory,1,cargo,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main02,保存食セット,ほぞんしょくせっと,-,-1,0,memory,memory,memory,1,cargo,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main03,固形燃料の備蓄,こけいねんりょうのびちく,-,-1,0,memory,memory,memory,1,cargo,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main04,燃料の詰まったポリタンク,ねんりょうのつまったぽりたんく,-,-1,0,memory,memory,memory,2,cargo,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main05,何かの研究資料の山,なにかのけんきゅうしりょうのやま,-,-1,0,memory,memory,memory,2,cargo,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main06,未開封の電池でいっぱいの箱,みかいふうのでんちでいっぱいのはこ,-,-1,0,memory,memory,memory,2,cargo,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main07,時計が生えてきた感染者の屍,とけいがはえてきたかんせんしゃのしかばね,-,-1,0,memory,memory,memory,3,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main08,赤い花が生えてきた感染者の屍,あかいはながはえてきたかんせんしゃのしかばね,-,-1,0,memory,memory,memory,3,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main09,黒板が生えてきた感染者の屍,こくばんがはえてきたかんせんしゃのしかばね,-,-1,0,memory,memory,memory,3,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main10,上半身がゼリー状の感染者の屍,じょうはんしんがぜりーじょうのかんせんしゃのしかばね,-,-1,0,memory,memory,memory,4,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main11,身体中から芽が出た感染者の屍,からだじゅうからめがはえたかんせんしゃのしかばね,-,-1,0,memory,memory,memory,4,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main12,血管が銅線に変わった感染者の屍,けっかんがどうせんにかわったかんせんしゃのしかばね,-,-1,0,memory,memory,memory,4,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main13,乾麺のたくさん入った箱,かんめんのたくさんはいったはこ,-,-1,0,memory,memory,memory,9,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main14,未開封の洗濯用洗剤,みかいふうのせんたくようせんざい,-,-1,0,memory,memory,memory,9,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main15,飲料水の大きなボトル,いんりょうすいのおおきなぼとる,-,-1,0,memory,memory,memory,10,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main16,中身の入った燃料タンク,なかみのはいったねんりょうたんく,-,-1,0,memory,memory,memory,10,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main17,鎮痛剤,ちんつうざい,-,-1,0,memory,memory,memory,13,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main18,薬品の詰まった箱,やくひんのつまったはこ,-,-1,0,memory,memory,memory,13,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main19,鎮痛剤の瓶,ちんつうざいのびん,-,-1,0,memory,memory,memory,14,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-main20,得体のしれない薬,えたいのしれないくすり,-,-1,0,memory,memory,memory,14,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-kiko00,動物の足跡,どうぶつのあしあと,-,-1,0,memory,memory,memory,101,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-kiko01,動物の抜け毛,どうぶつのぬけげ,-,-1,0,memory,memory,memory,101,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-kiko02,動物の食事の跡,どうぶつのしょくじのあと,-,-1,0,memory,memory,memory,101,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-shino00,見覚えのある景色,みおぼえのあるけしき,-,-1,0,memory,memory,memory,102,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-shino01,写真と似た景色,しゃしんとにたけしき,-,-1,0,memory,memory,memory,102,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-shino02,写真に写っている景色,しゃしんにうつっているけしき,-,-1,0,memory,memory,memory,102,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-akane00,鎮痛剤の瓶,ちんつうざいのびん,-,-1,0,memory,memory,memory,103,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-akane01,薬が詰まったケース,くすりがつまったけーす,-,-1,0,memory,memory,memory,103,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-akane02,誰かの研究ノート,だれかのけんきゅうのーと,-,-1,0,memory,memory,memory,103,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-minamo00,学校の場所が書かれた地図,がっこうのばしょがかかれたちず,-,-1,0,memory,memory,memory,104,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-minamo01,近所の高校のチラシ,きんじょのこうこうのちらし,-,-1,0,memory,memory,memory,104,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-minamo02,道場生募集のパンフレット,どうじょうせいぼしゅうのぱんふれっと,-,-1,0,memory,memory,memory,104,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-hinase00,金属製のパーツ,きんぞくせいのパーツ,-,-1,0,memory,memory,memory,105,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-hinase01,何かの部品,なにかのぶひん,-,-1,0,memory,memory,memory,105,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-hinase02,オイルまみれのパーツ,おいるまみれのぱーつ,-,-1,0,memory,memory,memory,105,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-itsuka00,助けを求める張り紙,たすけをもとめるはりがみ,-,-1,0,memory,memory,memory,106,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-itsuka01,最近まで人がいた跡,さいきんまでひとがいたあと,-,-1,0,memory,memory,memory,106,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-itsuka02,避難先を書き記したメモ,ひなんさきをかきしるしためも,-,-1,0,memory,memory,memory,106,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-kiko10,動物の足跡,どうぶつのあしあと,-,-1,0,memory,memory,memory,201,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-kiko11,動物の抜け毛,どうぶつのぬけげ,-,-1,0,memory,memory,memory,201,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-kiko12,動物の食事の跡,どうぶつのしょくじのあと,-,-1,0,memory,memory,memory,201,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-shino10,景色のよく見える場所,けしきのよくみえるばしょ,-,-1,0,memory,memory,memory,202,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-shino11,町を見下ろせる場所,まちをみおろせるばしょ,-,-1,0,memory,memory,memory,202,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-shino12,山々が連なる景色,やまやまがつらなるけしき,-,-1,0,memory,memory,memory,202,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-akane10,鎮痛剤の瓶,ちんつうざいのびん,-,-1,0,memory,memory,memory,203,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-akane11,薬が詰まったケース,くすりがつまったけーす,-,-1,0,memory,memory,memory,203,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-akane12,誰かの研究ノート,だれかのけんきゅうのーと,-,-1,0,memory,memory,memory,203,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-minamo10,水の溜まっている井戸,みずのたまっているいど,-,-1,0,memory,memory,memory,204,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-minamo11,野菜の種が入った袋,やさいのたねがはいったふくろ,-,-1,0,memory,memory,memory,204,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-minamo12,使い古された竹刀,つかいふるされたしない,-,-1,0,memory,memory,memory,204,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-hinase10,ポリタンク,ぽりたんく,-,-1,0,memory,memory,memory,205,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-hinase11,燃料の入った容器,ねんりょうのはいったようき,-,-1,0,memory,memory,memory,205,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-hinase12,車のバッテリー,くるまのばってりー,-,-1,0,memory,memory,memory,205,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-itsuka10,助けを求める張り紙,たすけをもとめるはりがみ,-,-1,0,memory,memory,memory,206,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-itsuka11,最近まで人がいた跡,さいきんまでひとがいたあと,-,-1,0,memory,memory,memory,206,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-itsuka12,避難先を書き記したメモ,ひなんさきをかきしるしためも,-,-1,0,memory,memory,memory,206,scene,,,,,-,-,-,0,0,-,true,true,1,true,false,エピソード進行アイテム<br>&lt;{0}&gt;
memory-any00,頭の大きな木彫りの羊,きぼりのひつじ,-,-1,0,memory,memory,memory,-,cargo,,,,,-,-,-,0,0,-,true,true,1,true,true,エピソード進行アイテム。エピソード進行条件を<red>スキップ</red>することができます。<br>（一部、スキップできないエピソードもあります）
memory-any01,三毛猫のぬいぐるみ,みけねこのぬいぐるみ,-,-1,0,memory,memory,memory,-,cargo,,,,,-,-,-,0,0,-,true,true,1,true,true,エピソード進行アイテム。エピソード進行条件を<red>スキップ</red>することができます。<br>（一部、スキップできないエピソードもあります）
memory-any02,電子オルゴールの木箱,でんしおるごーるのきばこ,-,-1,0,memory,memory,memory,-,cargo,,,,,-,-,-,0,0,-,true,true,1,true,true,エピソード進行アイテム。エピソード進行条件を<red>スキップ</red>することができます。<br>（一部、スキップできないエピソードもあります）
-,,,,,,,,,,,,,,,,,,,,,,,,,,
coin00,油絵具のチューブ,あぶらえのぐのちゅーぶ,-,10,0.2,other,material,coin,,,,,,,-,-,-,1,-,-,true,true,1,true,true,チューブの油絵具。20号と書かれている。<br>誰かほしがっている人がいるかも。
-,,,,,,,,,,,,,,,,,,,,,,,,,,
collection01,穏やかな丘の描かれた絵,おだやかなおかのえがかれたえ,endless,-1,0,collection,collection,scenario,collection1-1,false,,,1,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection02,弾けそうなギター,ひけそうなぎたー,endless,-1,0,collection,collection,scenario,collection2-1,false,,,2,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection03,吸血鬼の恋を描いた小説,きゅうけつきのこいをえがいたしょうせつ,endless,-1,0,collection,collection,scenario,collection3-1,false,,,3,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
