id,type,arg0,fgType,natsuno<jpn>,kiko<jpn>,shino<jpn>,akane<jpn>,minamo<jpn>,itsuka<jpn>,hinase<jpn>
equipTool00,equipTool,-,default,{0}、手に持ったよ,{0}、手に持ちました......,{0}、手に持ったよ！,{0}、手に持ったー,{0}、手に持ったよ,{0}、手に持った,{0}、手に持ちましたよ
weaponBroken00,weaponBroken,-,sad,{0}が壊れちゃった......。あーあ......,ご、ごめんなさい！　{0}、壊しちゃいました......,{0}、壊れちゃった......今までありがと！　さよなら！,{0}、壊れちゃったー......修理は難しいね......,あー......{0}、壊れた......すまん......,{0}が壊れた......,{0}が壊れてしまいました......<br>ごめんなさい、さようなら......
eat00,eat,-,smile,{0}、食べちゃうね......<br>おいしい......,{0}、いただきます......！,{0}を食べるね<br>うまうま,{0}、食べちゃおー,{0}、食べるね,{0}、食べるよ......<br>......おいしい,{0}、食べますね......<br>まぁ。おいしい......
eat_favorite00,eat_favorite,-,smile,{0}、食べちゃうね......<br>おいし......。わたし、お米好きなんだよね,{0}、いただきます......！<br>おいしい......。野菜は、やっぱり気持ちが落ち着きます......,{0}を食べるね<br>おいしー！　あたし、卵大好き！,{0}、食べちゃおー<br>うーむ！　やっぱ肉だねー,{0}、食べよっと......<br>うむうむ、肉はいつ食べてもうまい,{0}、食べるよ......<br>おいし......。卵料理は至高,{0}、食べちゃいます......<br>あら、本当においしい......。私、お野菜の甘味って大好きなんです
eat_dislike00,eat_dislike,-,sad,{0}、食べてみる......<br>......わたし、これ苦手なんだよね......,{0}、食べてみます......<br>......私、卵、苦手なんですよね......,{0}、食べてみる......<br>うー......野菜きらーい,{0}、食べてみるねー<br>うーん......野菜のシャキシャキがどーしてもなー......,{0}、食べるね......<br>......パンより米派......なんだよね。どっちかっていうと,{0}、食べてみる......<br>......私、これ、嫌い,{0}、食べてみます......<br>......うーん......お肉をたくさん食べると、ちょっと苦しくなってしまいますね......
eat_notTasty00,eat_notTasty,-,sad,{0}、食べてみる......<br>うーん......これだけで食べるものじゃないね......,{0}、食べてみます......<br>......このままで食べるには、ちょっと......うーん......,{0}、食べてみる......<br>......これだけで食べるものじゃないね......,{0}、食べてみるねー<br>うーん......このままで食べるものじゃないなー.......,{0}、食べてみる......<br>......このまま食べるもんじゃない......,{0}、食べてみる......<br>うーん......これだけで食べるものじゃない......な......,{0}、食べてみます......<br>......ええと......これだけで食べるのも、なかなか......貴重な体験ですね......
read00,read,-,default,『{0}』って書いてある......,『{0}』って書いてあります......,『{0}』って書いてあるね,『{0}』って書いてあるねー,『{0}』って書いてあるよ,『{0}』と書いてある......,『{0}』と書いてあります......
questSuccess_goOutside00,questSuccess_goOutside,-,default,これでここは終わりかな......,これでおしまいにしましょう......よし,さて、これでおしまいかな,これで終わりにしよっかー,これで、終わりにしますかー,これでここは終わりにしよう,これでここは終わり......ですかね
questSuccess_goOutside01,questSuccess_goOutside,-,default,ここは、こんなもんかな......,ここは終わりですかね......,うん、ここは終わりでいいかな！,ここは終わりかなー,ここは、これで終わりかね,ここは、こんなもんだろう,ここは、こんなものでしょうか......
questSuccess_goOutside02,questSuccess_goOutside,-,default,これで終わりかな、ここは,よし、ここはもう出ましょう,ここは終わりだね,ここは、おしまいだねー,ここは、おしまい,これで終わりだろう、ここは,これでおしまいですかね、この辺りは
questFailed00,questFailed,-,default,-,-,-,-,-,-,-
questStart00,questStart,-,default,到着っと,到着です,到着！,着いたね,着いたね,......到着,到着です
questStart01,questStart,-,default,ついたついた......,着きました......,着いたー！,んー、やっと到着！,やっと、到着かー,ついた......,さぁ、着きましたよ
questStart02,questStart,-,default,んー......運転つかれたー,ここ、ですね,ここだね,さて。着いたねー,ここ、見てみようか,ついた......,ここですね。着きました
questStart_sub00,questStart_sub,-,default,さて、何かあるかな......,お、置いてかないでくださいね......,さて、物色ぶっしょく！,さーて、何かいいものあるかなー,さて、なんかあるかね,......何か残ってるといいけど,がんばって、役に立ちますね......！
startLocation00,startLocation,-,default,{0}件目、{1}だね......,{0}件目......{1}です......,{0}件目！　{1}に来たよ,{0}件目、{1}だねー,{0}件目、{1}だね,{0}件目、{1}に来た,{0}件目、{1}です......
confirmMoveOutside00,confirmMoveOutside,-,default,{0}の方<button>行く</button>？　もうちょっと<button>探索</button>する？,{0}の方、<button>行きます</button>？　もうちょっと<button>探索</button>します......？,{0}の方<button>行っちゃう</button>？　もちょっと<button>探索</button>しとく？,さーて、{0}の方<button>行く</button>？　もーちょっと<button>探索</button>しとく？,さて......{0}の方<button>行っとく</button>？　もーちょっと<button>探索</button>？,{0}の方<button>行く</button>？　まだ<button>探索</button>する？,{0}の方<button>行きます</button>？　もうちょっと<button>探索</button>してみましょうか？
checkNextLocation00,checkNextLocation,-,default,向こうに{0}が見えるけど......どれ、行ってみる？　それとも、もう<button>帰る</button>？,向こうに{0}が見えますね......どれに行ってみます？　それとも、もう<button>帰ります</button>？,向こうに{0}があるね。どする？　どれ行く？　それとも、もー<button>帰ろ</button>っか？,ふー。向こうに{0}が見えるね。どれに行くー？　あー、それとも、もー<button>帰っちゃう</button>？,うーんと。向こうに{0}が見えるね。どれ、行っとく？　もう<button>帰って</button>もいいよ,向こうに{0}が見える......どれ、行く？　それとも、もう<button>帰る</button>？,向こうに{0}が見えます......どれ、行ってみましょう？　それとも、もう<button>帰ります</button>？
checkNextLocationHungry00,checkNextLocationHungry,-,sad,向こうに{0}が見えるけど......行く？　もう<button>帰る</button>方がよくない？　お腹空いたよ......,向こうに{0}が見えますね......行きます......？　もう<button>帰りたい</button>かもです......お腹空いた......,向こうに{0}があるけど......行く？　もー<button>帰る</button>ことにしない？　お腹空いたよー,ふー。向こうに{0}が見えるけど、行くー？　でも、もー<button>帰りたい</button>なー。お腹ぺこぺこだよ,うーんと。向こうに{0}が見えるけど、行っとく？　けどまぁ、もう<button>帰りたい</button>なー。お腹ぺこぺこ,向こうに{0}が見える......どれ、行く？　もう<button>帰る</button>ことにしない？　お腹空いたし......,向こうに{0}が見えますが......行きます？　何もなければ、もう<button>帰る</button>方が......お腹空いてしまいました......
checkNextLocationFoundMemoryItem00,checkNextLocationFoundMemoryItem,-,default,向こうに{0}が見えるけど......行く？　{1}、見つけたし、もう<button>帰る</button>方がよくない？,向こうに{0}が見えますね......行きます......？　{1}、見つけたし、もう<button>帰りたい</button>かもです,向こうに{0}があるけど......行く？　{1}、見つけたし、もー<button>帰る</button>ことにしない？,ふー。向こうに{0}が見えるけど、行くー？　{1}、見つけたし、もー<button>帰りたい</button>なー,うーんと。向こうに{0}が見えるけど、行っとく？　{1}、見つけたし、うちはもう<button>帰りたい</button>かな,向こうに{0}が見える......どれ、行く？　{1}、見つけたし、もう<button>帰る</button>ことにしない？,向こうに{0}が見えます......行きます？　{1}、見つけましたし、もう<button>帰る</button>方がよいと思いますけど......
completeSearch00,completeSearch,-,default,この辺は、もう何も残ってないかな......,この辺は、もう何も残ってないですね......,この辺は、もう何も残ってないかなー,この辺は、もう何も残ってないねー,この辺は、もうなんも残っとらんね,この辺は、もう何も残ってなさそうだ,この辺は、これで全部ですかね......
continueSearch00,continueSearch,-,default,まだ、何か残ってるかな......,まだ、何かありますかね......,えーっと、まだ何かあるかな,んー......まだ何かあったかな......,んー......まだなんかある......？,まだ、残ってるものは......,まだ、何かありますかね......
continueSearch01,continueSearch,-,default,うーん......まだ何かあるかな......,他に、何かありましたっけ......,まだ見てないものは......,あとー調べてないものはー......,ほか......なんか調べとらんもの......,......まだ何かあるかな,うーん......まだ何か残っているもの......
continueSearch02,continueSearch,-,default,まだ見てないものは......っと,うーんと......まだ見てないものは......,あとはー......何があるかなー,まだ何か残ってるかな......,まだ、なんか残っとるかねー......,まだ見てないものは......,まだ見てないもの......どなたか......
nextLocation00,nextLocation,-,default,じゃ、次いこ,先に進みますね......,次いこ！,進むね,いこいこ,じゃあ、次にいこう,じゃあ、次、行きましょう
nextLocation01,nextLocation,-,default,よし、行こっか,い、行きましょう......,よし、いこー,んー。いこっかー,次、いってみよう,よし、行こう,それで、次に
nextLocation02,nextLocation,-,default,次は何があるかな,行きます！,さぁさぁ、次は何があるかな～,さてさて......お次はどんなとこかな～,はい、じゃあ、つぎー,次に進もう,次も、何かあるといいですね
returnGateway00,returnGateway,-,default,よし、戻ろ,じゃあ、戻りますね,帰るよ！,戻ろーっと,戻ろうかね,よし、戻ろう,では、戻りましょう
returnGateway01,returnGateway,-,default,ふー。帰ろっか,ふぅぅ......帰ります......,お疲れ！　さ、帰ろ～,じゃあ、帰る！,じゃあ、帰ろう,ふぅ......。帰ろう,ふぅ。帰りましょうね
returnGateway02,returnGateway,-,default,じゃあ、今日はここまでにしよっか,そうしましょうか......うん。戻ります！,ふぅ......じゃ、今日はここまで～,帰宅帰宅～,帰りましょうねー,じゃあ、今日はここまでにしようか,じゃあ、今日はここまでにして。撤収です
areaComplete00,areaComplete,-,default,この辺りは、だいたい終わったかな......<br>ふぅ......疲れた,この辺は、これでおしまいです......<br>疲れたぁ......,よし！<br>この辺りは、これで終わり！,これで、この辺りは全部見たかなー<br>お疲れさまだねー,これで、この辺はもうおっけーかな,この辺りは、だいたい終わったかな......<br>......疲れた,この辺りは、だいたい終わりましたかね......<br>ふぅ。疲れちゃいました
areaComplete01,areaComplete,-,default,この辺は、もういいかな<br>あっつー......,この辺りは、このくらいですかね......<br>はぁぁ......,さて、こんなもんかな<br>だいたい見終わったし、終わり！,んー......だいたい見終わったかな<br>よしよし、まぁこんなもんでしょ,よし、だいたい見終わった<br>もう十分でしょ,この辺は、もういいかな<br>......よし,この辺は、もういいですかね<br>あっつーい
areaComplete02,areaComplete,-,default,だいたい見終わったかな<br>やー......疲れた疲れた,これで、だいたいおしまいですね......<br>今日も終わっちゃうな......,うーん、この辺りはおしまいだね<br>疲れたー,この辺りはこれで終わり！<br>やー......まぁまぁ疲れちゃったなー,おしまい！<br>疲れた疲れた......,だいたい見終わったかな<br>......疲れた,だいたい見終わりましたかね<br>やぁ......疲れました
find00,find,-,default,{0}を見つけたよ,{0}を見つけました......,{0}を発見！,{0}、見つけたー,{0}、見つけた,{0}を見つけた,{0}を見つけました
find01,find,-,default,{0}、みっけ,あ、{0}、見つけました,{0}、みーっけ,{0}、はっけーん,{0}、発見,{0}、見つけた,{0}、発見です
find02,find,-,default,あ、{0}だ,{0}、見つけました......,あー！　{0}、見つけた！,んー？　{0}、みっけー,あ......{0}、みっけ,......{0}だ,あ、{0}見つけました
callObject00,callObject,-,default,{0}......あった,{0}......あ、ありました,{0}？　あ、あった,{0}、あるねー,{0}？　あ......これね,{0}......あった,{0}......ありました
callObject01,callObject,-,default,{0}......ん。見つけた,{0}......？　あ、見つけました！,{0}......あ、みっけ,{0}？　あ、あったー,{0}、あるね,{0}......。ああ、見つけた,{0}......あ、はい。見つけました
callObject02,callObject,-,default,{0}？　......あ。あるね,えーと......{0}......あ、ありました,{0}......あるね,{0}......お。見つけた,{0}......。あ、見つけた,{0}？　......あ。あった,{0}、ですか？　......あ。ありますね
confirmSuccess00,confirmSuccess,-,default,おっけー,はい！,りょーかい！,おっけーい,おけい,わかった,わかりました
confirmFailed00,confirmFailed,-,zito,<button>うん</button>とか<button>いや</button>って答えてくれない？,あの......<button>はい</button>とか<button>いいえ</button>で答えてくれますか.......？　ごめんなさい......,<button>うん</button>とか<button>いや</button>とかで答えてくれない？,<button>イエス</button>とか<button>ノー</button>とかで答えてくんない？,<button>イエス</button>とか<button>ノー</button>とかで答えてくれん？,<button>うん</button>か<button>いや</button>で答えてくれない？,<button>はい</button>とか<button>いいえ</button>で答えていただけます？
checkConfirm00,checkConfirm,-,default,奥に何かありそう......。<button>見てみる</button>べきだと思う？　<button>やめとく</button>？,奥に何か見えます......。<button>調べて</button>みるべきでしょうか......。<button>やめときます</button>......？,お......？　奥、何かあるかも。<button>見てみる</button>？　<button>やめとく</button>？,奥に何か見えるねー。<button>見てみる</button>べきー？　<button>やめとく</button>ー？,奥に何か見えるね......<button>見てみる</button>べき？　<button>やめとく</button>？,奥に何かありそうだ......。<button>見てみる</button>べき？　<button>やめとく</button>？,奥に何かありそうですね......。<button>見てみます</button>？　<button>やめときます</button>？
search00,search,-,default,{0}を調べてみる......,{0}を調べてみます......,{0}を見てみるね,{0}を調べてみよーっと,{0}、調べてみよう,{0}を調べてみよう......,{0}を調べてみます......
itemNotFound00,itemNotFound,-,default,うーん......何もないみたい,何もなかったです......,何もなかった。残念,何もないねー。ざーんねん,何もないね。ざんねん,うーん......何もないみたいだ,ええと......何もないみたいですね......
nothing00,nothing,-,default,何もないな......,何もないですね......,なんにもないなぁ,なーんもないねー,なんもないね,何もないな......,何もないです......
interactTry00,interactTry,-,default,{0}がある......<br>どうしよ、何してみる？,{0}があります......<br>どうしよう、何してみます......？,{0}があるね......<br>どーしよ、何してみよっか？,{0}がある......<br>どーしよっかなー、何してみるー？,{0}がある......<br>どしよ、なんしてみる？,{0}がある......<br>どうしよう。何してみる？,{0}があります......<br>どうしましょう、何してみます？
interactFailed00,interactFailed,-,default,......<br>うーん、だめみたい,......<br>......うーん......だめみたいです......,......<br>だめっぽいね。残念,......<br>うーむ、だめみたい,......<br>......だめらしい,......<br>うーん、だめみたいだ,......<br>うーん、だめみたいですね......
interactRetry00,interactRetry,-,default,？　何やってみる？　って訊いてるんだけど......,えーと......　何やってみましょう......って訊いてるんですが......,うーんと？　何してみる？　って訊いてるんだよ？,えー？　何してみる、って訊いてるんだけどー？,うん？　なにしてみる、って訊いとんだけど？,？　何やってみるか、って訊いてるんだけど,？　何やってみましょうか、という話なんですけど......
interactCancel00,interactCancel,-,default,わかった。ほっとくね,わかりました。触らないでおきます......,おっけ。ほっとく,おっけーい。ほっとこー,おけい。ほっとく,わかった。ほっとこう,わかりました。放っておくことにます
avoid00,avoid,-,doubt,あの{0}......なんかやな感じする。近寄らないようにしよ,{0}があるんですけど......なんか変な感じ......。近寄らないようにします......,あの{0}、なんかやだな。近寄らないようにしよっと,あー。あの{0}、危なそう。ほっとこ,ん－......<br>あの{0}、危なそうね。ほっとく,あの{0}......なんかやな感じする。近寄らないようにしよう,あの{0}......なんか嫌な感じ、しますね......。近寄らないようにしましょう
callAvoid00,callAvoid,-,default,......わかった。近寄らないようにする,......？　......わかりました、近づきません,......おっけー。触らないようにする,{0}？　あー......了解。ほっとくー,{0}？　あー......わかった。ほっとく,......わかった。近寄らないようにする,......わかりました。近寄らないようにします
hideable00,hideable,-,default,隠れられるくらいの隙間があるね,隠れることができるくらいの隙間があります......,隠れられそ！,隠れるってのもありかもね,ここ、隠れられそうね......,隠れられるくらいの隙間がある......,あら......隠れられそうな隙間がありますね
hide00,hide,-,default,ここに隠れてみる......,ここに隠れときます......,ここに隠れてみるね,ここに隠れとこー,ちょっと隠れとく......,少し、ここに隠れてみよう......,ちょっとだけ、ここに隠れてみましょう......
hideSuccess00,hideSuccess,-,default,......<br>......感染者が向こうにいったね......もう少しでかち合うとこだった......,......<br>......感染者が向こうに歩いていきました......鉢合わせなくてよかった......,......<br>......感染者、あっち行ったね。......セーフ,......<br>......感染者、あっち行ったね。ふー。あぶないあぶない,......<br>......感染者、あっち行った<br>ふー。あぶあぶ,......<br>......感染者が向こうにいった......もう少しでかち合うとこだった......,......<br>......感染者、向こうにいきましたね......もう少しでかち合うところでした......
hideFailed00,hideFailed,-,default,......そこに隠れるのは、さすがにむりじゃない？,......そこに隠れるのは......難しい......です......,......？　さすがに、そこには隠れられなくない？,......隠れる？　そこに？　あはは。じょーだんでしょ？,......隠れる？　そこ？<br>......あ。冗談か<br>......冗談、よね？,......そこに隠れるのは、厳しい......,......そこに隠れるのは、さすがに......
hideEnd00,hideEnd,-,default,......<br>......この辺りは、何もいないみたい,......<br>......この辺りは、何もいないみたいです......,......<br>......この辺は、何もいなさそうだね,......<br>......この辺は大丈夫みたいだね。なんにもいない,......<br>......この辺はなんもおらんみたい。安全よし！,......<br>......この辺りは、何もいないようだ,......<br>......この辺りは、何もいないようですね......
useLight00,useLight,-,default,{0}で暗がりを調べてみる......<br>何かあるかな......,{0}で暗がりを照らしてみます......<br>うぅ......ちょっと怖い......,{0}で暗がりを調べてみるね！<br>何があるかなー,{0}で暗がりを調べてみるよーっと<br>何があーるかなっ,{0}で暗がりを調べてみよ<br>なんかあるかね......,{0}で暗がりを調べてみる......<br>......何かあるといいけど,{0}で暗がりを調べてみます......<br>何かあるでしょうか......
useBell00,useBell,-,default,{0}、投げてみる......<br>......感染者、あっち行ったね<br>よし、もう大丈夫,{0}、投げてみます......<br>......感染者、あっち行っちゃいました......<br>ふぅ......,{0}、投げてみるよ......<br>......感染者、あっち行ったっぽい<br>安全確認よし！,{0}、投げてみよ......<br>......よし。感染者、あっち行ったねー<br>あんぜーん,{0}、投げてみよ......<br>......よし。感染者、あっち行った<br>これで安心,{0}、投げてみる......<br>......感染者、あっち行った<br>よし......,{0}、投げてみます......！<br>......感染者、あちらに行きましたね<br>もう大丈夫そうです
itemAttack00,itemAttack,-,default,{0}、使ったよ......！,{0}、つ、使いました......！,おりゃっ！　{0}、使ったよ！,とうっ！　{0}、使ったよー,とーっ{0}、使ったよ,{0}、使った......,{0}、使いました......！
observeSafe00,observeSafe,-,default,{0}......うーん。安全そう。たぶん,{0}......安全そうです......た、たぶん......,{0}......大丈夫じゃない？　たぶん,{0}......まー、大丈夫なんじゃない？,{0}......まぁ、大丈夫......じゃない？,{0}......。安全そう。たぶん,{0}......うーん。安全そうですね。おそらく
observeDanger00,observeDanger,-,doubt,{0}......これ、やばいかも。やな予感する......<br><button>見てみる</button>？　<button>やめとく</button>？,{0}......よくない感じします......触らない方がよさそう......<br><button>見てみます</button>？　<button>やめときます</button>......？,{0}......うーん......やばいかも......<br><button>見てみる</button>？　<button>やめとく</button>？,{0}......んー、だめかも。嫌な感じする,{0}......んー、だめそう。やな感じ,{0}......これ、やばいかも。嫌な感じ......<br><button>見てみる</button>？　<button>やめとく</button>？,{0}......これ、よくない予感します......なんとなく......<br><button>見てみます</button>？　それとも<button>やめときます</button>？
observeFailed00,observeFailed,-,doubt,......？　<button>見てみる</button>か、<button>やめとく</button>か訊いてるんだけど......,......？　<button>見てみる</button>か、<button>やめとく</button>か訊いてるんですけど......,え？　<button>見てみる</button>か、<button>やめとく</button>か訊いてるんだけど......,えー？　<button>見てみる</button>か、<button>やめとく</button>か訊いてるんだけど？,え......？　<button>見てみる</button>か、<button>やめとく</button>か訊いとるんだけど......,......？　<button>見てみる</button>か、<button>やめとく</button>か訊いてるんだけど,......？　<button>見てみる</button>か、<button>やめとく</button>か訊いてるんですが......
readNote00,readNote,-,default,あ......{0}に何か書いてある......<br>『{1}』......だって<br>......,あ......{0}に何か書いてあります......<br>『{1}』......<br>......,お......{0}に何か書いてあるね......<br>『{1}』......だって<br>......,あ......{0}に何か書いてあるねー<br>『{1}』......だってー<br>......,あ......{0}に何か書いとるね......<br>『{1}』......だって<br>......,......{0}に何か書いてある......<br>『{1}』......だって<br>......,あ......{0}に何か書いてあります......読んでみますね<br>『{1}』......だそうです<br>......
escapeLocation00,escapeLocation,-,sad,......もう、ここから出よ？　ね？,あの......もうここから出ませんか......？　お願いします......,もう、出ない？　ここ......,ねー。ここ、もう出ない......？,ね......。ここ、もう出ん？,......もう、ここから出よう。......ね？,......もう、ここから出ましょう.......
openBox00,openBox,-,default,{0}、開けてみる......,{0}、開けてみます......,{0}、開けちゃお！,{0}、開けるねー,{0}、開けるね,{0}、開けてみる,{0}、開けてみます......
moveObstacle00,moveObstacle,-,default,{0}がある......<br>どかさないと通れないね......<br>......よっと<br>......これでよし,{0}があります......<br>どかさないと通れないですね......<br>よいしょっと......<br>......ふぅ,{0}があるね......<br>通るなら、どかさないとね......<br>......よっ！<br>......ふー,{0}があるねー<br>どかさないと、通れないかー......<br>......よっ<br>......よしっと,{0}があるね<br>どかさんと、通れんなー......<br>......よっ<br>......これで、おけ,{0}がある......<br>どかさないと通れないな......<br>......よっ<br>......これで大丈夫,{0}があります......<br>どかさないと通れませんね<br>......よっと<br>......これでいいでしょう
findEnemyObstacle00,findEnemyObstacle,-,default,{0}がいる......<br>ここ通るなら、やるしかないか......,{0}がいます......<br>ここ通るなら、やるしかない......ですよね......,{0}がいるね......<br>ここ通るなら、やっちゃうしかないね,{0}がいるねー<br>ここ通るなら、やるしかないっかー,{0}がおるね......<br>ここ通るなら、やるしかないね......,{0}がいる......<br>ここ通るなら、やるしかないな......,{0}がいます......<br>ここ通るなら、避けられないですね......
intoPocket00,intoPocket,-,default,あ......<button>{0}</button>、見つけた。ポケットに入れとこ,あ......<button>{0}</button>、見つけました......。ポケットに入れときます......,お......？　<button>{0}</button>、みっけ。ポケットに入れとこーっと,んー......？　<button>{0}</button>、見つけた。ポケットに入れとくよ,お......。<button>{0}</button>、見つけた。ポケットに入れとく,......<button>{0}</button>、見つけた。ポケットに入れておこう,あ......<button>{0}</button>、見つけました。小さいので、ポケットに仕舞っときますね
findFuel00,findFuel,-,default,あ......<button>{0}</button>、見つけた<br>あとで運んどくね,あ......<button>{0}</button>、見つけました......<br>あとで運んでおきます......,お......？　<button>{0}</button>、みっけ<br>あとで運んどくねー,んー......？　<button>{0}</button>、見つけた<br>あとで運んどくよ,お......。<button>{0}</button>、見つけた<br>あとで運んどく,......<button>{0}</button>、見つけた<br>あとで運んでおこう,あ......<button>{0}</button>、見つけました<br>あとで運んでおきますね
lockedOutside00,lockedOutside,-,default,ん......{0}、鍵かかってる......<br>どこかに鍵、落ちてないかな......,あれ......{0}、鍵かかってます......<br>どこかに鍵、落ちてませんかね......,ん......{0}、鍵かかってる......<br>どこかに鍵、落ちてないかな......,おー？　{0}、鍵かかってるねー......<br>どこかに鍵、落ちてるといいけど......,あれ。{0}、鍵かかっとるね......<br>どこかに鍵、落ちとるといいけど......,......{0}、鍵かかってる......<br>どこかに鍵、落ちてるといいけど,ん......{0}、鍵かかっています......<br>どこかに鍵、落ちてませんかね......
unlockOutside00,unlockOutside,-,default,<button>{0}</button>で鍵、開けたよ。よし......,<button>{0}</button>で鍵、開けました！,<button>{0}</button>で鍵、開けたよ！　やったね,<button>{0}</button>で鍵、開けたよー。よしよし,<button>{0}</button>で鍵、開けれた。よし,<button>{0}</button>で鍵、開けた。よし......,<button>{0}</button>で鍵、開けました！　よーし......
brokenOutsid00,brokenOutside,-,default,あれ......{0}、壊れちゃってる.......開けられない......<br>どこか、別の出口探さなきゃ......,あれ......{0}、壊れちゃってます.......開かない......<br>どこか、別の出口探すしかないですね......,あれ......{0}、壊れちゃってる.......？　開かなーい<br>どっか、別の出口探さなきゃだねー,うお......{0}、壊れちゃってるっぽい.......。開かないねー<br>どっか、別の出口探さなきゃかなー,お......{0}、壊れちゃってるっぽい.......。開かんね<br>どっか、別の出口探さんとね......,......{0}、壊れてる......開けられないな<br>どこか、別の出口探さないと,あれ......{0}、壊れちゃってます.......開けられませんね......<br>どこか、別の出口を探さないと......
confirmEnemyBoss00,confirmEnemyBoss,-,serious,ここ......何かいるっぽい......やばいかも......<br>ほんとに<button>入ってみる</button>？　<button>帰る</button>方がいい？,ここ......何かいそうです......やめといた方がいいかも......<br>ほんとに<button>入ってみます</button>？　<button>帰る</button>方がいいです......？,ここ......何かいるっぽい......やばそう......<br>ほんとに<button>入ってみる</button>？　<button>帰る</button>方がいい？,ここ......何かいるっぽいよ......やばいかも......<br>ほんとに<button>入ってみる</button>？　<button>帰る</button>？,ここ......何かおるね......やばい系かも......<br>ほんとに<button>入ってみる</button>？　<button>帰る</button>？,ここ......何かいるみたいだ。危険かもしれない......<br>本当に<button>入ってみる</button>？　<button>帰る</button>方がいい？,ここ......何かいるみたいです......危険な気配です......<br>本当に<button>入ってみます</button>？　<button>帰る</button>方がいいでしょうか？
confirmEnemyBossSurvivor00,confirmEnemyBossSurvivor,-,serious,{0}がここで待ってるけど......<br><button>入ってみる</button>？　<button>帰る</button>方がいい？,,,,,,
confirmEnemyBossSuccess00,confirmEnemyBossSuccess,-,default,じゃあ、入ってみる......,じゃあ、入ってみます......,じゃあ、入ってみるよ......,じゃあ、入ってみるね......,じゃあ......入ってみる......,......入ってみる,それでは、入ってみます......
confirmEnemyBossFailed00,confirmEnemyBossFailed,-,doubt,......？　<button>入る</button>か、<button>帰る</button>か、訊いてるんだけど......？,......？　<button>入る</button>か、<button>帰る</button>か、訊いてるんですけど......？,え？　<button>入る</button>か、<button>帰る</button>か、訊いてるんだけど？,えー？　<button>入る</button>か、<button>帰る</button>か、訊いてるんだけど？,えー？　<button>入る</button>か、<button>帰る</button>か、訊いとるんだけど？,......？　<button>入る</button>か、<button>帰る</button>か、訊いてるんだけど,......？　<button>入る</button>か、<button>帰る</button>か、訊いてるんですが......？
confirmEnemyBossCancel00,confirmEnemyBossCancel,-,default,......ここは、諦めよっか......,......ここは諦めて、帰ります......,......ここは諦めよう......,ここはやめとこう,ここはやめとこ,......ここは、諦めよう,......ここは、諦めましょうか......
enemyWaiting00,enemyWaiting,-,serious,{0}、きょろきょろしてる......,{0}、きょろきょろしてます......,{0}、きょろきょろしてるね......,{0}、なんか、きょろきょろしてるねー......,{0}、なんか、きょろきょろしとるねー......,{0}、ふらふらしてる......,{0}、きょろきょろしてます......
enemyCharging00,enemyCharging,-,serious,{0}、何かしようとしてるっぽい......！,{0}、何かしようとしてるみたいです......！,{0}、何かしようとしてる......！,{0}、何かしようとしてるっぽいね......！,{0}、何かしようとしとるっぽい......！,{0}、何かしようとしてるな......,{0}、何かしようとしてるみたいです......！
enemySmashing00,enemySmashing,-,serious,すごい一撃......！,すごい一撃......！,すごい一撃......！,すごい一撃......！,がー......すんごい一撃......！,この一撃......重い......,凄まじい一撃......！
enemyStealItem00,enemyStealItem,-,serious,あ......！<br>{0}に<red>{1}</red>盗まれちゃった！,ああ......！<br>{0}に<red>{1}</red>盗まれちゃいました......！,おお......！<br>{0}に<red>{1}</red>盗まれちゃった！,おっと......！<br>{0}に<red>{1}</red>盗まれちゃったー,おぉ......<br>{0}に<red>{1}</red>、盗まれちゃった,あ......<br>{0}に<red>{1}</red>盗まれた......,あ......！<br>{0}に<red>{1}</red>盗まれちゃいました！
takeBackItems00,takeBackItems,-,serious,とられたもの、とり返したよ,とられたもの、とり返しました！,とられたもの、とり返したよ！,とられたもの、とり返したよー,とられたもの、とり返したよ,とられたもの、とり返した,とられたもの、とり返しました！
safeLocation00,safeLocation,-,default,ここ、誰もいないみたい......安全そう,ここには誰もいないみたいです......<br>安全そう.......ほっ......,ここ、誰もいないっぽいね......安全確認、よし！,んー......ここは、誰もいないみたいだね<br>大丈夫そう、安全だよ,おー......？<br>......ここは、誰もおらんっぽい<br>安全よし！,ここ、誰もいないみたいだ......安全だと思う,ここ、誰もいないようですね......安全です
arrivedLocation00,arrivedMapLocation,-,default,......ここが地図に書いてあった{0}だね,......ここが地図に書いてあった{0}ですね,......ここが地図に書いてあった{0}だね！,......ここが地図に書いてあった{0}っぽいねー,......ここが地図の{0}っぽいね,......ここが地図に書いてあった{0}だ,......ここが地図に書いてあった{0}ですね
arrivedPhotoLocation00,arrivedPhotoLocation,-,default,......ここが写真に写ってた{0}だね,......ここが写真に写ってた{0}ですね,......ここが写真に写ってた{0}だね！,......ここが写真に写ってた{0}っぽいねー,......ここが写真に写ってた{0}っぽい,......ここが写真に写ってた{0}だ,......ここが写真に写っていた{0}ですね
