id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
main8-1,bg,scenario31
main8-10,talk,itsuka,私たちの、方
main8-10,talk,itsuka,私たちが......『寂しさ』を、感じすぎてる
main8-10,talk,itsuka,異常なくらい、寂しいって思ってる
main8-10,talk,natsuno,......
main8-10,talk,itsuka,それが......
main8-10,talk,itsuka,私たちが、この強すぎる寂しさを感じるようになったのが
main8-10,talk,itsuka,全部の、始まりなんだ
main8-10,talk,itsuka,パンデミックは、いきなり起こったわけじゃない
main8-10,talk,itsuka,この強烈な寂しさを感じ始めた頃から......この世界の人々は、もう、おかしくなってた
main8-10,talk,itsuka,私たちは、いつ頃からか、強い寂しさに苛まれていて
main8-10,talk,itsuka,誰かを──探している
main8-10,talk,itsuka,誰かに会いたいって、ずっと思っている
main8-10,talk,itsuka,それが、寂しいって気持ちのみなもと
main8-10,wait,1
main8-10,talk,itsuka,私たちは、みんな、ずっと前から──誰かを探しているんだ
main8-10,wait,3
main8-10,fadeOut,1
main8-10,wait,3
main8-10,newPage
main8-10,fgClear
main8-10,fadeIn,1
main8-10,wait,2
main8-10,talk,itsuka,その寂しさが、いろんなものをつくるきっかけになった
main8-10,talk,itsuka,いつでも誰かと繋がっていられるスマホ
main8-10,talk,itsuka,遠い宇宙に、誰かを探しにいくためのロケット
main8-10,talk,itsuka,私たちの世界は、どうしようもない寂しさを埋めるためのもので溢れている
main8-10,talk,itsuka,みんなが、寂しさに囚われている
main8-10,talk,itsuka,誰かと繋がりたい、話していたい......そんな気持ちで溢れている
main8-10,talk,itsuka,そして......
main8-10,talk,itsuka,その先に......
main8-10,talk,itsuka,この、パンデミックがある
main8-10,talk,itsuka,誰もが、寂しさを感じてる
main8-10,talk,itsuka,誰もが、誰かを探し求めてる
main8-10,talk,itsuka,それが......人々の身体を、変容させた
main8-10,talk,itsuka,私たちは、誰かから呼びかけられたんじゃない
main8-10,talk,itsuka,私たちの方から、私たちが自分から、誰かを探しに行こうとしてるんだ
main8-10,talk,itsuka,......あなたたちは、気づいてなかったかもしれないけど
main8-10,talk,itsuka,感染者は、誰かと繋がりをつくるために変容してる
main8-10,talk,itsuka,携帯端末も
main8-10,talk,itsuka,アンテナも
main8-10,talk,itsuka,ラジオも
main8-10,talk,itsuka,花だって
main8-10,talk,itsuka,全部、誰かを見つけたり
main8-10,talk,itsuka,誰かに見つけてもらうために、ある
main8-10,pauseBgm
main8-10,wait,2
main8-10,talk,itsuka,そして──
main8-10,talk,itsuka,だから、
main8-10,talk,itsuka,私は、
main8-10,talk,itsuka,あなたたちの声を聞いた
main8-10,talk,itsuka,だから......
main8-10,wait,1
main8-10,talk,itsuka,ナツノは、あなたの世界と繋がった──
main8-10,wait,1
main8-10,talk,itsuka,──『外』の世界と
main8-10,wait,2
main8-10,fadeOut,3
main8-10,wait,2
main8-10,newPage
main8-10,fg,survivor00,right-right,0,serious
main8-10,fg,survivor06,right-left,0
main8-10,fadeIn,1
main8-10,wait,3
main8-10,talk,natsuno,外の世界......？
main8-10,talk,natsuno,それって、どういう......
main8-10,talk,itsuka,......
main8-10,talk,itsuka,この世界の、外
main8-10,talk,itsuka,私たちは、この世界の外に繋がるために、こんな寂しさを抱えている
main8-10,wait,1
main8-10,fgRemove,survivor06,1
main8-10,fgRemove,survivor00,1
main8-10,wait,2
main8-10,talk,itsuka,そう──
main8-10,talk,itsuka,あなたは......
main8-10,talk,itsuka,スマホの向こうのあなたは......
main8-10,talk,itsuka,この世界の『外』にいる
main8-10,talk,itsuka,......
main8-10,talk,itsuka,私たちのいるこの世界は──
main8-10,wait,2
main8-10,talk,itsuka,コンピュータの中の──仮想の世界
main8-10,wait,5
main8-10,end,ending,main8
-,,,
