id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
main13-1,bg,scenario33
main13-9,bg,scenario01
main13-9,playBgm,environment00
main13-9,wait,5
main13-9,talk,,夏の音が聞こえる。
main13-9,talk,,蝉の声が、いつまでも響いている。
main13-9,talk,,風がマイクを撫でて去っていく。
main13-9,wait,1
main13-9,fadeOutTextLine
main13-9,newPage
main13-9,fadeInTextLine
main13-9,wait,1
main13-9,talk,,でも、カメラは真っ青な空を映すばかりで。
main13-9,talk,,ときどき、蝉たちがぴたっと鳴くのをやめるのがわかるばかりで。
main13-9,talk,,それだけ。
main13-9,talk,,それだけの時間が、多くなっていた。
main13-9,talk,,ナツノも、アカネも、イツカも、誰も姿を見せない。
main13-9,talk,,スマホは、野外のどこかに、あるいは車の中に置かれているだけで。
main13-9,talk,,呼んでも、誰も応えない。
main13-9,talk,,そんな静かな時間が、少しずつ、増えていった。
main13-9,wait,1
main13-9,pauseBgm
main13-9,fadeOutTextLine
main13-9,newPage
main13-9,bg,scenario20,2.0,1
main13-9,fadeInTextLine
main13-9,wait,5
main13-9,talk,,これまで生きてきた時間のことを、不意に思い出す。
main13-9,talk,,今、目の前にあるガラス窓が、遠い幻のように見える。
main13-9,talk,,明日のことが、その先のことが、なんにも想像できなくなってしまう。
main13-9,talk,,現実感がふっと消えて、一人、どこなのかわからないところを漂っている気になる。
main13-9,talk,,そんなぼんやりした気分で、思う。
main13-9,wait,1
main13-9,fadeOutTextLine
main13-9,newPage
main13-9,fadeInTextLine
main13-9,wait,1
main13-9,talk,,今まで生きてきた日々に、
main13-9,talk,,これからも続いていく、この時間に──
main13-9,wait,1
main13-9,talk,,いったい、どんな意味があるのだろう？
main13-9,wait,3
main13-9,end,questSuccess
-,,,
main13-10,bg,scenario23
main13-10,fgClear
main13-10,playBgm,scenario03
main13-10,wait,5
main13-10,talk,natsuno,全部、なくなっちゃえばいい──
main13-10,wait,1
main13-10,fg,survivor00,right-right,1.0,serious
main13-10,talk,natsuno,......そんなこと、言ったけど
main13-10,talk,natsuno,今でも......思ってるけど
main13-10,talk,natsuno,でも、そんな簡単には、いかないよね
main13-10,talk,natsuno,......
main13-10,fg,survivor00,right-right,0.5,depress
main13-10,talk,natsuno,......もしかしたら
main13-10,talk,natsuno,今、この世界にも、幸せに生きてる人だっているかもしれない
main13-10,talk,natsuno,もしかしたら、世界のどこかで、人が集まって
main13-10,talk,natsuno,また社会を復興させようとしてるかもしれない
main13-10,talk,natsuno,......
main13-10,fg,survivor00,right-right,0.5,serious
main13-10,talk,natsuno,......ううん
main13-10,talk,natsuno,......そんなこと、思ってるんじゃない
main13-10,talk,natsuno,もしかしたら、そういう人もいるかもだけど
main13-10,talk,natsuno,でも......
main13-10,talk,natsuno,その人たちだって、気まぐれにつくられたこの世界の一部でしかなくて
main13-10,talk,natsuno,生きてることに理由なんかなくて
main13-10,talk,natsuno,これから先、どんな風に生きたって、意味なんかない
main13-10,talk,natsuno,全部知ったら、その人たちだって、きっと......
main13-10,talk,natsuno,......
main13-10,fg,survivor00,right-right,0.5,depress
main13-10,talk,natsuno,こんなに、簡単なのにね
main13-10,talk,natsuno,この世界をなかったことにしちゃうのは
main13-10,talk,natsuno,こんなに、簡単なのに
main13-10,talk,natsuno,このコンピュータで,......
main13-10,talk,natsuno,ポチっと
main13-10,talk,natsuno,データを削除するだけ......なのに
main13-10,talk,natsuno,......
main13-10,wait,1
main13-10,fgRemove,survivor00,1.0
main13-10,wait,1
main13-10,talk,natsuno,でも......
main13-10,talk,natsuno,どうなんだろ
main13-10,talk,natsuno,本当のことを知ったら......
main13-10,talk,natsuno,この世界が、現実の世界じゃなくて
main13-10,talk,natsuno,誰かがつくったもので......
main13-10,talk,natsuno,つくられた理由なんか、なくて......
main13-10,talk,natsuno,そういうことを知ったら
main13-10,talk,natsuno,ほかの人は、どう思うんだろ
main13-10,talk,natsuno,......
main13-10,talk,natsuno,......それでも構わないって、言うのかな
main13-10,talk,natsuno,......
main13-10,talk,natsuno,......そうだね
main13-10,talk,natsuno,意味なんかなくっても......生きていけるよ
main13-10,talk,natsuno,このまま、今までみたいに生きることだって、できるかもしれない
main13-10,talk,natsuno,......
main13-10,talk,natsuno,......けど
main13-10,talk,natsuno,一度知っちゃったことって、忘れられないじゃん
main13-10,talk,natsuno,これから先......
main13-10,talk,natsuno,アカネさんが苦しそうにしてるのを見る度に
main13-10,talk,natsuno,いろんな、つらいことがある度に
main13-10,talk,natsuno,わたし......絶対、思い出しちゃう
main13-10,talk,natsuno,あのコンピュータのこと
main13-10,talk,natsuno,こうやって生きてることに......なんの意味もないんだってこと
main13-10,talk,natsuno,......苦しいことがある度に
main13-10,talk,natsuno,こんな世界、消しちゃいたいって
main13-10,talk,natsuno,......思うんだ
main13-10,talk,natsuno,......
main13-10,talk,natsuno,そんなこと思いながら......
main13-10,talk,natsuno,それでも、このまま、生きていかないといけないのかな
main13-10,wait,3
main13-10,end,questSuccess
-,,,
main13-11,bg,scenario23
main13-11,fgClear
main13-11,playBgm,environment06
main13-11,wait,3
main13-11,talk,natsuno,......
main13-11,talk,natsuno,......ねぇ
main13-11,talk,natsuno,寝るまで......話、してくれる？
main13-11,talk,natsuno,......
main13-11,talk,natsuno,......こうやって
main13-11,talk,natsuno,あなたと、話していたいって思う
main13-11,talk,natsuno,でも、これって......
main13-11,talk,natsuno,たぶん......『寂しさ』のせい、なんだよね
main13-11,talk,natsuno,わたしたちは、普通じゃないくらい、寂しがってて
main13-11,talk,natsuno,理由もないのに、通話したり
main13-11,talk,natsuno,ずっと、誰かと繋がっていたいって思ってて......
main13-11,talk,natsuno,わたしたちの中には、どうしようもない、寂しさがある
main13-11,talk,natsuno,だから......
main13-11,talk,natsuno,......
main13-11,wait,1
main13-11,talk,natsuno,......消えちゃいたいって、思う
main13-11,talk,natsuno,消えたり、死んだりするのは怖いよ
main13-11,talk,natsuno,でも......こうやって生きてたって、しょーがないって思う
main13-11,talk,natsuno,......それは、嘘じゃない
main13-11,talk,natsuno,本当に、そう思ってる
main13-11,talk,natsuno,......
main13-11,talk,natsuno,......だけど
main13-11,talk,natsuno,......
main13-11,pauseBgm
main13-11,wait,2
main13-11,talk,natsuno,......もし
main13-11,talk,natsuno,もし......って思うことが
main13-11,talk,natsuno,許されるんだったら
main13-11,talk,natsuno,......
main13-11,wait,1
main13-11,talk,natsuno,あなたと、出会わなければ、よかった
main13-11,talk,natsuno,......
main13-11,talk,natsuno,本当は......
main13-11,talk,natsuno,あなたと──
main13-11,wait,2
main13-11,talk,natsuno,もう、二度と、話したくない
main13-11,wait,5
main13-11,end,questSuccess
-,,,
main13-12,bg,computer00
main13-12,wait,5
main13-12,talk,,──もう二度と、話したくない。
main13-12,talk,,そう言って、彼女は眠った。
main13-12,wait,2
main13-12,fadeOutTextLine
main13-12,newPage
main13-12,fadeInTextLine
main13-12,wait,1
main13-12,talk,,どう思ったら、よかっただろう。
main13-12,talk,,自分は、どう思っただろう。
main13-12,talk,,そのときのことは、よく憶えていない。
main13-12,talk,,彼女と一緒に、まどろみの中にいるようで。
main13-12,talk,,何もかも、夢まぼろしのようで。
main13-12,talk,,ただ──そう言った、彼女の声だけを、憶えている。
main13-12,wait,1
main13-12,fadeOutTextLine
main13-12,newPage
main13-12,fadeInTextLine
main13-12,wait,1
main13-12,talk,,世界が消えてしまったらいい。
main13-12,talk,,寂しくて、話していたいと思う。
main13-12,talk,,もう二度と、話したくない。
main13-12,talk,,そう言って、
main13-12,talk,,それから、
main13-12,wait,1
main13-12,fadeOutTextLine
main13-12,newPage
main13-12,fadeInTextLine
main13-12,wait,3
main13-12,talk,,彼女は、もう二度と、目を覚まさなかった。
main13-12,wait,5
main13-12,appendSurvivor,itsuka
main13-12,removeSurvivor,natsuno
main13-12,end,ending,main13
